Rk,Player,Type,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,RefName
493,Joe Ingles,Projected,4.4,10.1,2.8,7.2,1.1,1.4,0.5,4.5,5.5,0.8,0.2,2,2.6,12.7,0.44,0.388,0.806,inglejo01
498,Elijah Hughes,Projected,4.6,12.5,2.2,7.4,1.2,1.5,0.8,5.4,2.4,1.1,0.7,1.7,3,12.6,0.372,0.294,0.779,hugheel01
502,Keifer Sykes,Projected,4.8,12.3,1.7,5.6,1.3,1.6,0.7,3.7,3.9,0.8,0.4,2.1,3.2,12.6,0.386,0.311,0.833,sykeske01
501,Chuma Okeke,Projected,4.6,11.5,2.2,6.7,1.2,1.5,1.1,6.9,2.7,1.9,0.8,1.2,1.9,12.6,0.398,0.332,0.821,okekech01
503,Ish Wainright,Projected,4.7,11.3,1.9,5.7,1.3,1.9,2.3,5.8,2.2,1.7,0.6,1.5,4.3,12.6,0.419,0.331,0.691,wainris01
500,T.J. McConnell,Projected,5.6,10.8,0.5,1.6,1,1.3,1.1,5.2,8.1,2,0.5,2.3,2.5,12.6,0.514,0.321,0.767,mccontj01
496,Jae Crowder,Projected,4.3,10.7,2.6,7.3,1.4,1.8,0.7,6.6,2.6,1.5,0.6,1.2,3.1,12.6,0.401,0.356,0.776,crowdja01
497,Derrick Favors,Projected,5.4,9.8,0.2,1,1.5,2.1,3.7,11.3,1.8,1,1.3,1.1,3.9,12.6,0.554,0.252,0.692,favorde01
499,DeAndre Jordan,Projected,5.4,8.3,0.2,0.5,1.6,2.7,3.8,13.2,2.2,0.6,1.7,2.3,3.6,12.6,0.651,0.349,0.575,jordade01
504,Shaquille Harrison,Projected,4.6,11,1.1,3.4,2.3,2.9,1.2,6,3.3,1.7,0.8,1.7,3.5,12.5,0.419,0.313,0.79,harrish01
506,Admiral Schofield,Projected,4.6,10.6,2,5.8,1.3,1.7,1.3,6.7,2.3,0.6,0.5,1.6,4.1,12.5,0.434,0.338,0.782,schofad01
507,Paul Watson,Projected,4.5,10.5,2.3,6.2,1.2,1.7,0.9,6.2,2.6,0.9,0.6,1.4,3.1,12.5,0.431,0.361,0.725,watsopa01
508,Kenrich Williams,Projected,5,10.5,1.4,3.8,1.1,1.8,2.3,7.2,3.6,1.4,0.4,1.7,3.1,12.5,0.481,0.363,0.578,willike04
505,Mitchell Robinson,Projected,5.3,7.4,0.1,0.3,1.7,3.3,5.3,11.5,1,1.2,2.4,1.2,3.8,12.5,0.715,0.367,0.521,robinmi01
511,Kevin Pangos,Projected,4.6,11.6,1.6,5.5,1.6,2.1,1,4.5,5.1,0.9,0.3,1.8,2.7,12.4,0.401,0.289,0.768,pangoke01
510,DaQuan Jeffries,Projected,4.7,10.5,1.6,4.9,1.3,1.6,1.4,5.8,2.5,1.1,0.7,1.4,3.3,12.4,0.451,0.324,0.804,jeffrda01
509,Deni Avdija,Projected,4.6,10.3,1.6,4.7,1.7,2.3,0.9,7.8,2.9,1.1,0.7,1.4,3.5,12.4,0.443,0.33,0.753,avdijde01
513,JT Thor,Projected,4.5,9.7,1.4,4.3,2.1,3,1.6,6.4,3.1,1.1,1.2,1.6,3.2,12.4,0.465,0.318,0.688,thorjt01
512,Davon Reed,Projected,4.7,9.6,2,4.8,0.9,1.3,0.9,6,3,1.3,0.5,1.1,3.3,12.4,0.494,0.415,0.723,reedda01
516,Tyler Johnson,Projected,4.3,10.7,2.2,6.2,1.4,1.7,0.8,4.7,3,0.9,0.4,1.3,2.6,12.2,0.402,0.356,0.814,johnsty01
515,Ayo Dosunmu,Projected,4.9,9.4,1.3,3.3,1,1.5,0.6,3.9,4.4,1.1,0.5,1.8,3,12.2,0.523,0.383,0.704,dosunay01
514,Bismack Biyombo,Projected,5,8.8,0.2,0.6,2.1,3.9,3.7,10,2.1,0.6,1.8,1.9,4.1,12.2,0.562,0.352,0.538,biyombi01
517,Kris Dunn,Projected,4.8,11,0.7,2.7,1.8,2.2,1,5.6,6.1,2.3,0.5,2.7,4.1,12.1,0.434,0.263,0.834,dunnkr01
518,Dalano Banton,Projected,4.7,10.9,0.9,3.1,1.6,2.5,1.9,6.6,4.9,1.4,0.6,2.6,3.3,12,0.432,0.295,0.647,bantoda01
519,Jevon Carter,Projected,4.3,10.6,2.6,6.7,0.7,0.9,0.8,4.7,3.7,1.2,0.6,1.3,2.8,12,0.409,0.386,0.792,carteje01
523,Joshua Primo,Projected,4.2,10.5,1.7,5.1,1.8,2.4,1.3,4.7,3.2,0.8,0.9,2,2.9,12,0.405,0.327,0.764,primojo01
522,Cory Joseph,Projected,4.3,9.6,1.4,3.5,2,2.4,0.8,4.1,5.2,1.1,0.4,1.9,3.3,12,0.448,0.383,0.857,josepco01
521,Herbert Jones,Projected,4.4,9.2,1,2.8,2.2,2.6,1.5,4.8,2.7,2,0.9,1.6,3.6,12,0.482,0.346,0.839,joneshe01
524,Austin Reaves,Projected,4,8.6,1.4,4.3,2.6,3.1,1.2,5.2,2.9,0.8,0.5,1.1,2.2,12,0.467,0.329,0.836,reaveau01
520,Derrick Jones Jr.,Projected,4.4,8.6,1.1,3.2,2.1,2.8,2.2,6.4,1.5,1.1,1.3,1.1,3.7,12,0.516,0.327,0.753,jonesde02
528,Derrick Walton,Projected,4.2,10.6,1.5,4.7,1.9,2.4,1.1,5,4.9,1.5,0.8,2.4,2.9,11.9,0.399,0.324,0.818,waltode01
526,Torrey Craig,Projected,4.6,10.2,1.7,5.1,1,1.3,2,7.2,2.1,1.1,0.9,1.4,3.5,11.9,0.455,0.334,0.743,craigto01
525,Reggie Bullock,Projected,4.2,10,2.7,7.2,0.9,1.1,0.6,4.5,1.8,0.9,0.3,0.9,2.4,11.9,0.416,0.372,0.842,bullore01
527,Dorian Finney-Smith,Projected,4.4,9.4,2.3,5.8,0.8,1.2,1.8,5.5,2.1,1.1,0.5,1.1,2.6,11.9,0.469,0.391,0.704,finnedo01
530,Kent Bazemore,Projected,4.2,10.5,1.9,5.1,1.5,2.1,0.8,5.7,2.6,1.7,0.8,1.9,4.3,11.8,0.397,0.372,0.733,bazemke01
532,Brad Wanamaker,Projected,4,10.1,0.8,2.9,2.9,3.3,0.7,4.2,5.4,1.3,0.5,2.4,3.7,11.8,0.4,0.263,0.886,wanambr01
529,Ryan Arcidiacono,Projected,4.3,9.7,2,5.2,1.3,1.8,0.7,5.2,3.8,0.9,0.2,1.4,3.4,11.8,0.439,0.382,0.723,arcidry01
531,Larry Nance Jr.,Projected,4.7,9.3,1.1,3.2,1.4,2,2.2,8.3,3.1,1.6,0.6,1.5,2.7,11.8,0.501,0.344,0.688,nancela02
533,Keljin Blevins,Projected,4.2,11.8,2,6.5,1.2,1.7,1.6,5.3,2.5,1.3,0.3,1.9,3,11.6,0.357,0.307,0.68,blevike01
538,Justin Robinson,Projected,4.2,11.4,2,6.4,1.2,1.8,0.8,3.9,3.8,1.1,0.3,1.9,3.1,11.6,0.369,0.318,0.677,robinju01
536,James Johnson,Projected,4.7,10.3,0.9,3.4,1.2,2.1,1.4,6.3,3.7,1.1,1.1,1.7,4.6,11.6,0.455,0.28,0.582,johnsja01
537,KZ Okpala,Projected,4.4,10.1,1.4,4.2,1.4,1.9,1.6,6.1,2.3,0.8,0.9,1.2,3.8,11.6,0.439,0.323,0.711,okpalkz01
534,Freddie Gillespie,Projected,4.5,9.3,0.7,1.9,2,2.9,3.1,8.7,2,1.1,1.7,1.5,3.9,11.6,0.481,0.353,0.685,gillefr01
535,Javonte Green,Projected,4.3,8.2,0.9,2.6,2,2.5,2.1,6.4,1.6,1.6,0.7,1,3.2,11.6,0.526,0.35,0.806,greenja02
543,Kessler Edwards,Projected,4.4,10.2,1.8,5,0.9,1.1,1.6,6.5,1.5,1.1,0.9,1.6,3,11.5,0.433,0.364,0.82,edwarke02
540,Sterling Brown,Projected,4.2,10,2.1,5.8,1,1.2,1.3,7.6,2.2,1,0.4,1.4,3,11.5,0.42,0.366,0.836,brownst02
541,Troy Brown Jr.,Projected,4.4,10,1.6,4.5,1.2,1.5,1.4,7.2,2.6,1.2,0.3,1.2,2.4,11.5,0.44,0.355,0.774,browntr01
544,CJ Elleby,Projected,4.1,10,1.3,4.2,2,2.7,2,7,2.8,1.1,0.6,1.7,3.5,11.5,0.414,0.304,0.733,ellebcj01
545,Josh Green,Projected,4.6,9.2,1,2.9,1.3,1.8,1.9,6,2.8,1.5,0.5,1.5,3.6,11.5,0.505,0.348,0.698,greenjo02
539,Nicolas Batum,Projected,4.2,9.1,2.4,6,0.8,1.1,0.9,6.2,2.7,1.4,0.9,1.1,2.1,11.5,0.455,0.392,0.738,batumni01
542,Willie Cauley-Stein,Projected,4.8,8.7,0.4,1.2,1.6,2.5,2.4,8.8,2,1.1,1.4,1.4,4.3,11.5,0.551,0.321,0.654,caulewi01
550,Killian Tillie,Projected,4.1,10.8,2.1,6.3,1.1,1.4,1.6,5.2,2.2,1.6,1.1,1.2,4,11.4,0.38,0.327,0.748,tilliki02
546,Leandro Bolmaro,Projected,4.1,10.1,1.2,3.7,2.1,2.5,2.1,6.7,3.4,1,0.3,1.9,3.4,11.4,0.404,0.332,0.815,bolmale01
547,Usman Garuba,Projected,4.3,9.3,1.2,3.9,1.5,2,2.6,10.4,3.1,1.4,1.3,1.3,3.6,11.4,0.465,0.321,0.767,garubus01
548,George Hill,Projected,4.1,9.1,1.4,4.2,1.9,2.2,1.1,4.4,3.7,1.2,0.2,1.4,2.1,11.4,0.447,0.338,0.861,hillge01
551,Grant Williams,Projected,4,8.4,1.9,4.7,1.6,1.9,1.4,5.6,1.8,0.8,1,1.4,3.9,11.4,0.471,0.401,0.829,willigr01
549,Mason Plumlee,Projected,4.7,7.7,0.1,0.4,1.8,3.7,3.4,11.2,4.6,1.2,1.1,2.2,4.5,11.4,0.609,0.283,0.5,plumlma01
553,Miles McBride,Projected,4.1,11.2,1.7,6.1,1.3,1.8,0.8,5,4,1.3,0.3,0.9,3.8,11.3,0.367,0.287,0.735,mcbrimi01
552,Vit Krejci,Projected,4.1,9.5,1.7,5.1,1.3,1.6,1.1,5.7,3.2,1,0.5,1.6,3.2,11.3,0.433,0.343,0.834,krejcvi01
554,Isaac Okoro,Projected,4,8.6,1.1,3.2,2.1,2.8,1.3,3.8,2.3,1.1,0.4,1.2,2.9,11.3,0.469,0.339,0.763,okorois01
555,Robert Covington,Projected,3.9,9.4,2.3,6.2,1.1,1.4,1.1,7.3,1.8,1.8,1.5,1.4,3.4,11.2,0.414,0.368,0.817,covinro01
556,Charlie Brown Jr.,Projected,3.9,10.5,1.1,4,2.2,2.6,2,6.1,2.4,1.5,0.7,1.5,3.5,11.1,0.372,0.267,0.844,brownch02
559,Rajon Rondo,Projected,4.2,10.2,1.6,4.5,1.1,1.4,0.9,5.5,8.2,1.5,0.3,3.4,2.7,11.1,0.409,0.356,0.758,rondora01
557,Marcus Garrett,Projected,4.1,10,1.2,3.4,1.7,2.5,2,6.7,3,1.3,0.8,1.4,3.6,11.1,0.412,0.347,0.688,garrema01
558,Austin Rivers,Projected,4,9.5,2,5.8,1,1.4,0.5,3.3,2.6,1.2,0.2,1.4,2.9,11.1,0.422,0.348,0.726,riverau01
560,Danny Green,Projected,3.8,9.5,2.8,7.4,0.6,0.7,1,4.6,2,1.6,0.9,1.3,2.7,11,0.402,0.381,0.761,greenda02
564,Dylan Windler,Projected,3.9,9.1,1.8,5.4,1.5,1.9,1.6,7.1,2.8,1.2,0.5,1.7,3.2,11,0.422,0.325,0.8,windldy01
563,Dean Wade,Projected,4,8.9,2,5.6,1,1.3,1.2,6,2.2,1.1,0.4,0.8,2.9,11,0.453,0.365,0.726,wadede01
561,Stanley Johnson,Projected,3.9,8.8,1.3,4,1.8,2.4,1.1,5.4,2.9,1.5,0.5,1.5,3.7,11,0.445,0.327,0.743,johnsst04
562,Juan Toscano-Anderson,Projected,4.3,8.4,1.2,3.3,1.3,2.1,1,6.8,4.6,1.6,0.7,2.3,3.9,11,0.507,0.35,0.623,toscaju01
565,Josh Okogie,Projected,3.6,8.4,1,3.5,2.7,3.6,1.9,5.3,2.1,1.7,0.8,1.6,3.5,10.9,0.425,0.298,0.753,okogijo01
570,Garrett Temple,Projected,3.9,10,1.9,5.8,1.1,1.5,0.8,4.4,2.7,1.2,0.7,1.4,2.8,10.8,0.389,0.32,0.739,templga01
567,Avery Bradley,Projected,4.1,9.7,2,5.5,0.6,0.8,0.8,3.7,1.7,1.3,0.3,1.2,3.1,10.8,0.418,0.371,0.828,bradlav01
569,Romeo Langford,Projected,4.1,9.3,1.3,3.8,1.4,2.1,1.5,5.2,1.5,1,0.7,1,2.4,10.8,0.438,0.343,0.637,langfro01
566,DeAndre' Bembry,Projected,4.5,8.5,0.7,1.9,1.2,1.8,1.4,5.7,2.9,1.8,0.8,1.7,3.6,10.8,0.525,0.34,0.653,bembrde01
568,John Konchar,Projected,4.1,8.1,1.5,3.6,1.1,1.6,2.3,8.8,3.1,1.4,0.6,1,2.5,10.8,0.51,0.404,0.652,konchjo01
572,Maxi Kleber,Projected,3.7,8.8,2.1,6.1,1.2,1.6,1.6,7.9,1.8,0.7,1.3,1.1,3.2,10.7,0.415,0.351,0.769,klebima01
574,Delon Wright,Projected,3.9,8.6,1.2,3.2,1.7,2.1,1.3,5.6,5,2.1,0.5,1.4,1.6,10.7,0.457,0.372,0.816,wrighde01
571,Trent Forrest,Projected,4.1,8.4,0.5,2.1,2,2.4,1.2,5.1,4.9,1.3,0.4,2.2,2.2,10.7,0.486,0.256,0.821,forretr01
573,Jarred Vanderbilt,Projected,4.4,7.4,0.2,0.6,1.8,2.7,3.9,11.8,2.1,1.9,1,1.5,3.5,10.7,0.587,0.279,0.65,vandeja01
576,Chris Chiozza,Projected,3.8,10.4,1.8,5.5,1.1,1.4,1,4.4,6.4,1.3,0.3,2.7,3,10.6,0.369,0.334,0.77,chiozch01
577,Killian Hayes,Projected,4.1,10.3,1.1,3.8,1.3,1.7,0.8,4.7,6.3,1.7,0.7,2.6,3.7,10.6,0.399,0.287,0.785,hayeski01
581,Tomáš Satoranský,Projected,3.9,9,0.9,3,1.9,2.3,1.1,4.7,6.9,1.2,0.3,2.2,2.7,10.6,0.438,0.3,0.821,satorto01
578,Wes Iwundu,Projected,3.7,9,1,3.4,2.2,2.7,1.1,5.9,1.9,1,0.4,1.3,3.2,10.6,0.411,0.299,0.802,iwundwe01
580,Jordan McLaughlin,Projected,4,9,1.3,3.7,1.3,1.7,0.9,4.1,7,2.1,0.4,1.7,2.1,10.6,0.443,0.343,0.755,mclaujo01
575,Alex Caruso,Projected,3.7,8.8,1.4,4.1,1.8,2.4,1,4.8,4.8,2,0.5,1.9,3.2,10.6,0.418,0.355,0.745,carusal01
579,Cody Martin,Projected,4,8.5,1.1,3.1,1.5,2.1,1.7,5.9,3.5,1.6,0.6,1.3,2.3,10.6,0.473,0.36,0.69,martico01
582,Trevor Ariza,Projected,3.7,9.3,1.8,5.7,1.3,1.9,1,6.1,2.4,1.2,0.6,1.1,2.3,10.5,0.393,0.318,0.72,arizatr01
584,Miye Oni,Projected,3.7,9.2,1.9,5.8,1.1,1.5,1.5,6.2,2.7,0.8,0.6,1.4,3.8,10.5,0.405,0.332,0.752,onimi01
583,Facundo Campazzo,Projected,3.4,9,1.8,5.7,1.9,2.4,0.7,3.7,6.1,1.9,0.6,2,3.6,10.5,0.376,0.319,0.804,campafa01
587,Tim Frazier,Projected,3.8,10.2,1.2,3.9,1.6,2.4,1,4.6,5.7,0.9,0.4,2.5,4,10.4,0.371,0.321,0.668,fraziti01
586,Khem Birch,Projected,4,8.2,0.3,1.1,2.1,2.9,4,8.6,2.2,1.1,1,1.1,3.3,10.4,0.487,0.235,0.723,birchkh01
585,Steven Adams,Projected,4.2,7.5,0.1,0.3,1.9,3.5,5.5,12.7,3.9,1.2,1,2,2.7,10.4,0.559,0.321,0.536,adamsst01
589,Semi Ojeleye,Projected,3.4,9,1.8,5.2,1.5,1.9,1.6,6,1.5,0.7,0.3,1,2.5,10.2,0.383,0.348,0.785,ojelese01
588,Isaac Bonga,Projected,3.7,8.4,1.1,3.4,1.7,2.3,1.8,6,2.5,1.5,0.8,1.7,4.3,10.2,0.439,0.329,0.753,bongais01
590,Kevon Looney,Projected,4.2,7.7,0.2,0.5,1.5,2.4,4,11.5,3.5,1,1,1.4,4.3,10.1,0.554,0.303,0.627,looneke01
592,Rodney Hood,Projected,3.7,9.4,1.5,4.6,1.1,1.3,0.9,4.2,2.1,0.9,0.3,1,2.2,9.9,0.39,0.333,0.84,hoodro01
591,Taj Gibson,Projected,3.9,7.3,0.5,1.5,1.6,2.1,3.3,8.7,1.5,1,1.5,1.2,4.6,9.9,0.533,0.351,0.769,gibsota01
593,Gary Clark,Projected,3.4,8.8,2.2,6.2,0.9,1.2,2,7.3,2,1,0.7,1.1,2.2,9.8,0.381,0.352,0.761,clarkga01
594,Maurice Harkless,Projected,3.7,8.1,1.2,4,1.2,1.6,0.8,4.9,1.6,1.3,0.9,1.3,3.5,9.8,0.455,0.309,0.723,harklma01
595,Wesley Matthews,Projected,3.3,8.6,2,5.9,1.1,1.3,0.9,3.5,1.7,0.9,0.4,0.9,2.9,9.7,0.385,0.335,0.795,matthwe02
596,Tony Snell,Projected,3.4,7.8,2.1,5.1,0.5,0.6,0.7,4.2,1.9,0.7,0.4,0.9,2.8,9.5,0.442,0.405,0.888,snellto01
597,Draymond Green,Projected,3.6,7.5,0.6,2.2,1.6,2.2,1.1,8.4,8.8,1.7,1.1,3.5,3.6,9.3,0.476,0.29,0.712,greendr01
598,P.J. Tucker,Projected,3.3,7.2,1.4,3.6,0.8,1.1,1.7,6.5,2.4,1,0.4,1.2,3.1,8.7,0.45,0.379,0.744,tuckepj01
600,Solomon Hill,Projected,3,8,1.6,5,1,1.4,1.1,5.4,2.4,1.2,0.4,1.2,3,8.6,0.371,0.319,0.762,hillso01
601,Royce O'Neale,Projected,3.1,6.8,1.7,4.6,0.7,0.9,1.1,6.3,2.9,1.2,0.5,1.3,2.9,8.6,0.451,0.384,0.805,onealro01
599,Ed Davis,Projected,3.3,6.8,0.5,1.5,1.5,2.4,3.1,10.7,2.3,1,1.3,1.3,5.4,8.6,0.486,0.355,0.634,davised01
603,Matisse Thybulle,Projected,3.3,7,1.1,3.5,0.7,1,1,3.5,1.8,2.5,1.6,1,3.4,8.5,0.477,0.323,0.734,thybuma01
602,Nerlens Noel,Projected,3.4,5.9,0.2,0.6,1.5,2.1,3,9.1,1.5,1.7,2.6,1.6,4.2,8.5,0.575,0.302,0.727,noelne01
604,Jericho Sims,Projected,3.4,5.7,0.4,1.2,1.2,2.2,3.5,10.1,1.9,0.8,1.3,1.4,3.9,8.4,0.591,0.361,0.546,simsje01
605,Andre Iguodala,Projected,3,7.7,1.4,4.7,0.9,1.3,1.2,5.9,4.9,1.5,1.1,1.8,2.4,8.3,0.389,0.285,0.702,iguodan01
